City,community_id,Community,Latitude,Longitude,Pincode,Tonnage Apr 2025,Trees Saved Apr 2025,CO2 Kgs Averted Apr 2025,Households Participation % Apr 2025,Segregation Compliance % Apr 2025,Tonnage May 2025,Trees Saved May 2025,CO2 Kgs Averted May 2025,Households Participation % May 2025,Segregation Compliance % May 2025,Tonnage Jun 2025,Trees Saved Jun 2025,CO2 Kgs Averted Jun 2025,Households Participation % Jun 2025,Segregation Compliance % Jun 2025,Tonnage Jul 2025,Trees Saved Jul 2025,CO2 Kgs Averted Jul 2025,Households Participation % Jul 2025,Segregation Compliance % Jul 2025,Tonnage Aug 2025,Trees Saved Aug 2025,CO2 Kgs Averted Aug 2025,Households Participation % Aug 2025,Segregation Compliance % Aug 2025,Tonnage Sep 2025,Trees Saved Sep 2025,CO2 Kgs Averted Sep 2025,Households Participation % Sep 2025,Segregation Compliance % Sep 2025,Tonnage Oct 2025,Trees Saved Oct 2025,CO2 Kgs Averted Oct 2025,Households Participation % Oct 2025,Segregation Compliance % Oct 2025
Chennai,151,C469,13.01297,80.17356,600125,21.4,0.192,47.08,100,,12.5,0.112,27.5,100,,14.71,0.132,32.362,100,,20.54,0.184,45.188,100,,11.98,0.108,26.356,75,,14.24,0.128,31.328,100,,21.11,0.19,46.442,80,
Chennai,150,C470,13.01971,80.17363,600125,9.2,0.083,20.24,13.33,,0,0,0,0,,7.2,0.065,15.84,33.33,,10.1,0.091,22.22,26.67,,5.5,0.049,12.1,25,,10.66,0.096,23.452,25,,12.82,0.115,28.204,26.67,
Chennai,124,C471,13.01698,80.17473,600125,111.7,1.003,245.74,17.14,,70.3,0.631,154.66,14.29,,60.89,0.547,133.958,15.82,,63.41,0.569,139.502,15.51,,45.32,0.407,99.704,12.24,,77.37,0.695,170.214,18.37,,70.53,0.633,155.166,15.1,
Chennai,483,C472,12.92332,80.18567,600100,29.7,0.267,65.34,54.17,,34,0.305,74.8,30.56,,24.52,0.22,53.944,58.33,,17.65,0.158,38.83,50,,29.57,0.265,65.054,66.67,,10.82,0.097,23.804,33.33,,33.85,0.304,74.47,53.33,
Chennai,447,C473,12.92387,80.18593,600100,235.72,2.116,518.584,54.19,,236.3,2.121,519.86,36.69,,223.53,2.007,491.766,60.09,,307.95,2.765,677.49,58.87,,229.23,2.058,504.306,55.36,,244.61,2.196,538.142,55.51,,299.06,2.685,657.932,54.78,
Chennai,460,C474,12.93445,80.18602,600100,66.3,0.595,145.86,30.36,,91.9,0.825,202.18,25,,73.53,0.66,161.766,35.09,,87.77,0.788,193.094,31.72,,74.12,0.665,163.064,30.17,,74.36,0.668,163.592,32.76,,120.06,1.078,264.132,35.86,
Chennai,473,C475,12.92862,80.18724,600100,42.5,0.382,93.5,35,,20.6,0.185,45.32,18.33,,45.69,0.41,100.518,47.5,,44.41,0.399,97.702,46,,33.54,0.301,73.788,37.5,,38.59,0.346,84.898,37.5,,72.52,0.651,159.544,44,
Chennai,503,C476,12.92985,80.18759,600100,102.9,0.924,226.38,50,,99.9,0.897,219.78,34.17,,118.7,1.066,261.14,47.5,,112.51,1.01,247.522,47,,73.45,0.659,161.59,38.75,,79.82,0.717,175.604,43.75,,123.9,1.112,272.58,43,
Chennai,468,C477,12.93068,80.18763,600100,51.1,0.459,112.42,14.88,,52.3,0.47,115.06,7.94,,85.63,0.769,188.386,12.77,,63.97,0.574,140.734,13.19,,55.23,0.496,121.506,10.11,,58.71,0.527,129.162,12.77,,81.05,0.728,178.31,13.19,
Chennai,543,C478,12.92653,80.18836,600100,108.2,0.971,238.04,31.82,,97.1,0.872,213.62,21.72,,116.73,1.048,256.806,37.4,,136.02,1.221,299.244,33.73,,125.46,1.126,276.012,32.19,,129.56,1.163,285.032,35.17,,147.68,1.326,324.896,32.78,
Chennai,465,C479,12.93294,80.18851,600100,44.6,0.4,98.12,21.59,,63.4,0.569,139.48,17.42,,57.34,0.515,126.148,20.45,,64.71,0.581,142.362,28.18,,24.78,0.222,54.516,18,,60.84,0.546,133.848,25,,47.25,0.424,103.95,22.31,
Chennai,451,C480,12.92633,80.18902,600100,214.2,1.923,471.24,29.19,,203.8,1.83,448.36,19.02,,208.83,1.875,459.426,25.64,,248.37,2.23,546.414,29.23,,183.77,1.65,404.294,25.64,,192.84,1.731,424.248,29.81,,255.86,2.297,562.892,31.79,
Chennai,533,C481,12.92617,80.18929,600100,162.6,1.46,357.72,39.09,,138.7,1.245,305.14,20.41,,188.03,1.688,413.666,38.14,,220.33,1.978,484.726,35.59,,165.61,1.487,364.342,35.59,,168.86,1.516,371.492,34.75,,192.58,1.729,423.676,29.83,
Chennai,461,C482,12.93026,80.19009,600100,389.1,3.493,856.02,27.84,,451.4,4.052,993.08,19,,384.11,3.448,845.042,26.69,,524.82,4.712,1154.604,30.13,,384.86,3.455,846.692,27.5,,389.12,3.493,856.064,28.34,,504.7,4.531,1110.34,24.75,
Chennai,540,C483,12.93425,80.19099,600100,239.9,2.154,527.78,25.21,,233.2,2.094,513.04,17.23,,239.12,2.147,526.064,23.09,,264.7,2.376,582.34,22.03,,217.46,1.952,478.412,22.62,,202.54,1.818,445.588,21.43,,294.48,2.644,647.856,21.68,
Chennai,346,C484,12.9266,80.19464,600100,308.83,2.773,679.426,25.35,,356.7,3.202,784.74,17.26,,323.19,2.901,711.018,26.6,,389.64,3.498,857.208,25.67,,292.54,2.626,643.588,24.69,,287.97,2.585,633.534,26.63,,513.6,4.611,1129.92,24.11,
Chennai,182,C485,13.03738,80.19616,600078,116.34,1.044,255.948,18.52,,89.6,0.804,197.12,19.55,,132.17,1.187,290.774,20.96,,82.66,0.742,181.852,19.42,,89.2,0.801,196.24,24.43,,118.82,1.067,261.404,26.01,,85.46,0.767,188.012,22.78,
Chennai,452,C486,12.86879,80.19704,600130,390.23,3.503,858.506,35.26,,500.2,4.491,1100.44,24.64,,540.46,4.852,1189.012,39.58,,619.1,5.558,1362.02,38.02,,474.5,4.26,1043.9,35.88,,490.04,4.399,1078.088,38.55,,748.06,6.716,1645.732,35.57,
Chennai,194,C487,13.041,80.19939,600093,19,0.171,41.8,25.93,,13.7,0.123,30.14,25,,21.49,0.193,47.278,33.33,,14.95,0.134,32.89,29.17,,20.46,0.184,45.012,25,,41.81,0.375,91.982,28.57,,34.05,0.306,74.91,32.14,
Chennai,611,C488,12.89055,80.20306,600131,0,0,0,0,,0,0,0,0,,0,0,0,0,,951.92,8.546,2094.224,43.14,,705.64,6.335,1552.408,40.18,,790.19,7.094,1738.418,40.72,,893.54,8.022,1965.788,39.91,
Chennai,425,C489,12.89055,80.20306,600131,958.06,8.601,2107.732,33.33,,918.3,8.244,2020.26,21.81,,1043.59,9.369,2295.898,33.16,,358.71,3.22,789.162,25.14,,267.13,2.398,587.686,23.21,,296.37,2.661,652.014,21.44,,383.62,3.444,843.964,21.96,
Chennai,443,C490,12.94818,80.2036,600100,57.6,0.517,126.72,20.51,,64.3,0.577,141.46,16.67,,62.97,0.565,138.534,22.44,,114.07,1.024,250.954,24.62,,99.06,0.889,217.932,25.64,,65.31,0.586,143.682,26.28,,104.74,0.94,230.428,21.54,
Chennai,302,C491,13.06481,80.20773,600107,21.3,0.191,46.86,6.41,,15.1,0.136,33.22,5.13,,42.83,0.385,94.226,10.26,,23.2,0.208,51.04,8.33,,20.7,0.186,45.54,7.69,,25.88,0.232,56.936,7.69,,21.61,0.194,47.542,5.13,
Chennai,125,C492,12.99913,80.20829,600125,64.6,0.58,142.12,27.1,,43.7,0.392,96.14,25,,57.26,0.514,125.972,22.99,,40.14,0.36,88.308,18.52,,13.65,0.123,30.03,8.14,,24.18,0.217,53.196,12.79,,32.1,0.288,70.62,15.45,
Chennai,223,C493,13.02289,80.2232,600015,13.2,0.119,29.04,15,,2.3,0.021,5.06,5,,13.79,0.124,30.338,24,,6.53,0.059,14.366,20,,10.41,0.093,22.902,25,,13.63,0.122,29.986,20,,10.17,0.091,22.374,20,
Chennai,122,C494,13.06556,80.22411,600094,40.6,0.364,89.32,19.44,,30.7,0.276,67.54,28.89,,22.29,0.2,49.038,30.56,,19.35,0.174,42.57,25,,10.87,0.098,23.914,13.33,,27.04,0.243,59.488,30.56,,42.47,0.381,93.434,35.56,
Chennai,180,C495,13.03206,80.23162,600017,34.1,0.306,75.02,16.18,,32.5,0.292,71.5,11.76,,61.41,0.551,135.102,18.57,,32.71,0.294,71.962,15.28,,57.62,0.517,126.764,17.78,,51.45,0.462,113.19,19.72,,34.79,0.312,76.538,16.9,
Chennai,331,C496,13.08175,80.23428,600010,69.4,0.623,152.68,58.33,,78.9,0.708,173.58,50.67,,61.68,0.554,135.696,48.33,,67.63,0.607,148.786,58.33,,109.36,0.982,240.592,56,,80.19,0.72,176.418,55,,121,1.086,266.2,58.33,
Chennai,191,C497,13.05761,80.23454,600034,154.8,1.39,340.56,23.79,,220.2,1.977,484.44,28.06,,192.37,1.727,423.214,33.87,,144.5,1.297,317.9,30.65,,217.15,1.949,477.73,28.39,,162.74,1.461,358.028,31.45,,244.96,2.199,538.912,34.19,
Chennai,330,C498,13.0761,80.23454,600010,194.4,1.745,427.68,20.31,,166.4,1.494,366.08,24.38,,151.21,1.357,332.662,23.44,,96.18,0.863,211.596,25,,162.69,1.461,357.918,26.47,,83.18,0.747,182.996,22.79,,133.54,1.199,293.788,25,
Chennai,143,C499,13.07137,80.24166,600031,44.5,0.399,97.9,28.57,,90.7,0.814,199.54,31.43,,79.33,0.712,174.526,42.86,,80.03,0.718,176.066,46.43,,91.38,0.82,201.036,38.57,,65.21,0.585,143.462,39.29,,102.41,0.919,225.302,45.71,
Chennai,91,C500,13.08283,80.24171,600010,213.6,1.918,469.92,27.03,,250.5,2.249,551.1,27.03,,217.95,1.957,479.49,23.99,,188.99,1.697,415.778,22.26,,302.41,2.715,665.302,24.38,,198.67,1.784,437.074,21.58,,276.24,2.48,607.728,25.68,
Chennai,131,C501,13.05695,80.24247,600034,215.5,1.935,474.1,35.64,,312.1,2.802,686.62,45.69,,216.71,1.946,476.762,43.09,,239.53,2.15,526.966,46.81,,290.2,2.605,638.44,34.89,,268.04,2.406,589.688,48.4,,305.99,2.747,673.178,45.96,
Chennai,345,C502,13.02941,80.24635,600028,35.2,0.316,77.44,10,,30.3,0.272,66.66,16.07,,25.33,0.227,55.726,12.5,,65.92,0.592,145.024,15.71,,28.86,0.259,63.492,12.5,,32.98,0.296,72.556,12.86,,27.54,0.247,60.588,10.71,
Chennai,162,C503,13.01925,80.2467,600085,77.3,0.694,170.06,13.67,,74,0.664,162.8,16.21,,102.6,0.921,225.72,16.51,,64.31,0.577,141.482,17.06,,81.91,0.735,180.202,16.67,,100.63,0.903,221.386,15.82,,72.69,0.653,159.918,13.44,
Chennai,192,C504,13.05896,80.24725,600006,16.5,0.148,36.3,22.73,,32.9,0.295,72.38,29.09,,14.92,0.134,32.824,15.91,,16.83,0.151,37.026,13.64,,32.54,0.292,71.588,20,,27.28,0.245,60.016,29.55,,43.85,0.394,96.47,27.27,
Chennai,274,C505,13.08815,80.25047,600010,306.9,2.755,675.18,8.08,,398.3,3.576,876.26,8.73,,436.56,3.919,960.432,11.13,,592.85,5.322,1304.27,15.24,,789.72,7.09,1737.384,15.9,,793.79,7.126,1746.338,16.63,,921.71,8.275,2027.762,18.01,
Chennai,173,C506,12.9632,80.25652,600041,171.6,1.541,377.52,10.42,,183.7,1.649,404.14,11.91,,205.5,1.845,452.1,11.93,,161.51,1.45,355.322,12.69,,190.69,1.712,419.518,13.83,,224.55,2.016,494.01,11.82,,181.09,1.626,398.398,9.47,
Chennai,285,C507,12.95839,80.25733,600041,23.3,0.209,51.26,22.22,,21.7,0.195,47.74,33.33,,27.02,0.243,59.444,28.89,,31.71,0.285,69.762,27.78,,18.54,0.166,40.788,22.22,,24.13,0.217,53.086,24.44,,22.15,0.199,48.73,16.67,
Chennai,232,C508,12.98303,80.2594,600041,7.3,0.066,16.06,75,,3.6,0.032,7.92,50,,12.86,0.115,28.292,40,,6.84,0.061,15.048,100,,12.25,0.11,26.95,100,,9.8,0.088,21.56,100,,9.26,0.083,20.372,75,
Chennai,427,C509,13.02431,80.26158,600028,270,2.424,594,33.64,,229.1,2.057,504.02,22.71,,572.34,5.138,1259.148,38.1,,632.85,5.681,1392.27,39.86,,447.27,4.015,983.994,39.83,,636.65,5.716,1400.63,36.96,,560.95,5.036,1234.09,36.67,
Chennai,153,C510,13.03679,80.26763,600004,495.9,4.452,1090.98,34.46,,355.5,3.192,782.1,32.94,,362.52,3.255,797.544,35.05,,469.92,4.219,1033.824,33.46,,472.2,4.239,1038.84,35.75,,468.09,4.202,1029.798,33.96,,330.85,2.97,727.87,24.07,
Chennai,144,C511,13.01234,80.26977,600017,118.23,1.061,260.106,28.95,,114.5,1.028,251.9,30.92,,201.59,1.81,443.498,34.21,,159.39,1.431,350.658,30.92,,154.23,1.385,339.306,30.92,,153.02,1.374,336.644,29.47,,160,1.436,352,32.24,
Chennai,444,C512,13.04517,80.27278,600004,22.6,0.203,49.72,45,,17.9,0.161,39.38,37.5,,18.79,0.169,41.338,56.25,,19.81,0.178,43.582,55,,18.86,0.169,41.492,50,,15.56,0.14,34.232,40,,20.08,0.18,44.176,43.75,
Lucknow,301,C513,26.80647,80.76024,226013,19.63,0.176,43.186,1.96,,42.32,0.38,93.104,7,,62.25,0.559,136.95,8.91,,55.49,0.498,122.078,7.1,,80.18,0.72,176.396,4.55,,60.91,0.547,134.002,5.68,,108.01,0.97,237.622,10.61,
Lucknow,387,C514,26.94083,80.90268,226013,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Lucknow,448,C515,26.93675,80.90466,226013,359.09,3.224,789.998,22.89,,471.95,4.237,1038.29,22.11,,345.14,3.098,759.308,20.86,,431.54,3.874,949.388,20.75,,428.73,3.849,943.206,23.31,,281.5,2.527,619.3,18.23,,449.54,4.036,988.988,21.33,
Lucknow,251,C516,26.93554,80.90568,226020,233.81,2.099,514.382,14.05,,208.54,1.872,458.788,15.46,,153.14,1.375,336.908,11.45,,294.32,2.642,647.504,14.2,,156.51,1.405,344.322,11.85,,220.84,1.983,485.848,10.06,,362.98,3.259,798.556,18.75,
Lucknow,308,C517,26.93317,80.91089,226013,208.41,1.871,458.502,10.41,,169.76,1.524,373.472,6.68,,191.73,1.721,421.806,10.16,,206.88,1.857,455.136,10.75,,114.21,1.025,251.262,6.68,,391.01,3.51,860.222,12.06,,318.04,2.855,699.688,12.65,
Lucknow,386,C518,26.92833,80.9139,226021,28.49,0.256,62.678,5.77,,19.76,0.177,43.472,5.29,,32.91,0.295,72.402,8.33,,24.6,0.221,54.12,5.29,,9.46,0.085,20.812,2.56,,39.48,0.354,86.856,4.23,,62.61,0.562,137.742,7.69,
Lucknow,241,C519,26.93395,80.91745,226013,90.04,0.808,198.088,12.05,,57.79,0.519,127.138,9.62,,91.73,0.824,201.806,10.58,,44.67,0.401,98.274,6.12,,70.01,0.629,154.022,9.81,,61.54,0.552,135.388,6.08,,156.12,1.402,343.464,13.92,
Lucknow,300,C520,26.9237,80.92261,226020,22.86,0.205,50.292,7.27,,9.71,0.087,21.362,9.09,,14.57,0.131,32.054,3.64,,8.52,0.076,18.744,7.27,,16.85,0.151,37.07,3.64,,0,0,0,0,,12.67,0.114,27.874,3.64,
Lucknow,250,C521,26.9314,80.9243,226004,56.16,0.504,123.552,6.25,,60.6,0.544,133.32,5.88,,127.99,1.149,281.578,5.17,,58.96,0.529,129.712,6.99,,119.05,1.069,261.91,3.82,,55.88,0.502,122.936,4.41,,133.25,1.196,293.15,9.93,
Lucknow,249,C522,26.93472,80.92534,226201,39.35,0.353,86.57,11.96,,59.04,0.53,129.888,10,,104.36,0.937,229.592,10.14,,57.09,0.513,125.598,13.83,,89.04,0.799,195.888,15.74,,83.81,0.752,184.382,11.17,,98.42,0.884,216.524,13.62,
Lucknow,353,C523,26.94071,80.92838,226201,35.74,0.321,78.628,8.56,,44.24,0.397,97.328,7.12,,21.72,0.195,47.784,7.76,,33.25,0.299,73.15,8.22,,37.86,0.34,83.292,6.51,,43.54,0.391,95.788,6.25,,57.92,0.52,127.424,5.47,
Lucknow,321,C524,26.93111,80.93504,226013,29.52,0.265,64.944,10.32,,20.08,0.18,44.176,8.23,,13.34,0.12,29.348,10.94,,29.37,0.264,64.614,11.46,,8.55,0.077,18.81,2.08,,31.97,0.287,70.334,8.33,,27.37,0.246,60.214,6.06,
Lucknow,263,C525,26.9395,80.94011,226021,23.59,0.212,51.898,4.4,,12.84,0.115,28.248,3,,24.54,0.22,53.988,5.5,,21.32,0.191,46.904,4.4,,22.62,0.203,49.764,4,,9.41,0.084,20.702,1.2,,22.37,0.201,49.214,3,
Lucknow,299,C526,26.92198,80.94423,226021,60.87,0.546,133.914,9.26,,53.39,0.479,117.458,6.71,,96.75,0.869,212.85,9.26,,89.46,0.803,196.812,8.15,,83.93,0.753,184.646,5.37,,33.35,0.299,73.37,3.01,,120.21,1.079,264.462,6.48,
Lucknow,248,C527,26.84669,80.94617,226013,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Lucknow,309,C528,26.84669,80.94617,226001,0,0,0,0,,0,0,0,0,,7.48,0.067,16.456,2.44,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Lucknow,262,C529,26.84669,80.94617,226002,0,0,0,0,,6.31,0.057,13.882,8,,0,0,0,0,,0,0,0,0,,0,0,0,0,,2.96,0.027,6.512,5,,0,0,0,0,
Lucknow,441,C530,26.84669,80.94617,226007,41.04,0.368,90.288,14.17,,42.85,0.385,94.27,18,,37.92,0.34,83.424,20,,36.34,0.326,79.948,26.67,,56.21,0.505,123.662,23,,80.91,0.726,178.002,22.5,,57.36,0.515,126.192,31.67,
Lucknow,260,C531,26.85002,80.94962,226001,6.31,0.057,13.882,10,,20,0.18,44,31.25,,4.96,0.045,10.912,12.5,,32.29,0.29,71.038,25,,12.32,0.111,27.104,18.75,,7.17,0.064,15.774,15,,40.45,0.363,88.99,31.25,
Lucknow,311,C532,26.88206,80.9588,226006,35.63,0.32,78.386,12.96,,39.13,0.351,86.086,11.85,,39.21,0.352,86.262,25.93,,30.77,0.276,67.694,12.04,,48.93,0.439,107.646,13.33,,61.61,0.553,135.542,11.11,,70.33,0.631,154.726,12.96,
Lucknow,253,C533,26.8573,80.96068,226001,29.71,0.267,65.362,18.46,,20.16,0.181,44.352,21.43,,11.51,0.103,25.322,8.93,,34.52,0.31,75.944,15.71,,29.1,0.261,64.02,21.43,,24.89,0.223,54.758,12.86,,75.49,0.678,166.078,25,
Lucknow,252,C534,26.84208,80.96459,226001,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Lucknow,361,C535,26.87989,80.99263,226016,69.93,0.628,153.846,7.37,,74.9,0.672,164.78,7.64,,59.65,0.536,131.23,15.19,,67,0.601,147.4,6.58,,94.65,0.85,208.23,8.54,,100.05,0.898,220.11,5.06,,172.05,1.545,378.51,10.13,
Lucknow,362,C536,26.8495,80.99678,226010,0,0,0,0,,7.04,0.063,15.488,3.03,,5.11,0.046,11.242,3.03,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Lucknow,388,C537,26.86019,81.01556,226010,2.47,0.022,5.434,1.79,,1.9,0.017,4.18,1.79,,9.67,0.087,21.274,3.57,,5.98,0.054,13.156,1.79,,2.7,0.024,5.94,3.57,,8.32,0.075,18.304,1.79,,7.9,0.071,17.38,2.38,
Lucknow,363,C538,26.85975,81.01961,226010,33.55,0.301,73.81,4.5,,31.64,0.284,69.608,5.65,,33.94,0.305,74.668,19.57,,49.93,0.448,109.846,8.12,,39.6,0.356,87.12,7.98,,52.15,0.468,114.73,8.51,,46.22,0.415,101.684,4.26,
Kolkata,242,C539,22.59432,88.24375,711302,28.94,0.26,63.668,100,,29.85,0.268,65.67,66.67,,18.89,0.17,41.558,100,,35.11,0.315,77.242,100,,40.97,0.368,90.134,100,,45.44,0.408,99.968,100,,0,0,0,0,
Kolkata,286,C540,22.49764,88.27399,700140,59.85,0.537,131.67,77.27,,78.08,0.701,171.776,50,,44.39,0.399,97.658,54.29,,48.53,0.436,106.766,25.35,,47.54,0.427,104.588,51.85,,61.19,0.549,134.618,64.29,,36.46,0.327,80.212,26.53,
Kolkata,493,C541,22.6141,88.27656,711403,55.62,0.499,122.364,100,,78.14,0.702,171.908,93.33,,54.5,0.489,119.9,100,,93.39,0.838,205.458,100,,85.94,0.772,189.068,81.25,,63.52,0.57,139.744,73.33,,0,0,0,0,
Kolkata,119,C542,22.58379,88.28732,711111,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,494,C543,22.61531,88.28754,711403,0,0,0,0,,0,0,0,0,,0,0,0,0,,2.69,0.024,5.918,100,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,397,C544,22.44083,88.29813,700104,52.93,0.475,116.446,76.92,,32.09,0.288,70.598,77.78,,29.21,0.262,64.262,68.75,,38.81,0.348,85.382,85,,30.37,0.273,66.814,60,,34.19,0.307,75.218,61.11,,10.08,0.09,22.176,37.5,
Kolkata,315,C545,22.45181,88.30136,700104,106.67,0.958,234.674,84.62,,89.94,0.807,197.868,45.57,,95.57,0.858,210.254,39.18,,102.84,0.923,226.248,34.43,,96.74,0.868,212.828,28.15,,75.52,0.678,166.144,28.43,,114.11,1.024,251.042,43.21,
Kolkata,132,C546,22.50838,88.30837,700027,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,134,C547,22.56944,88.31267,711102,0,0,0,0,,18.49,0.166,40.678,66.67,,0,0,0,0,,11.48,0.103,25.256,100,,15.02,0.135,33.044,50,,6.03,0.054,13.266,100,,0,0,0,0,
Kolkata,197,C548,22.46254,88.31553,700063,180.33,1.619,396.726,90.48,,93.21,0.837,205.062,61.36,,133.95,1.203,294.69,69.23,,165.41,1.485,363.902,51.32,,134.09,1.204,294.998,38.24,,154.63,1.388,340.186,41.38,,115.95,1.041,255.09,39.34,
Kolkata,146,C549,22.50157,88.32094,700034,122.65,1.101,269.83,86.21,,116.86,1.049,257.092,100,,119.68,1.074,263.296,90.32,,97.84,0.878,215.248,75.76,,153.06,1.374,336.732,75.61,,132.19,1.187,290.818,64.58,,103.51,0.929,227.722,76.47,
Kolkata,568,C550,22.54276,88.32885,700023,36.96,0.332,81.312,61.54,,15.25,0.137,33.55,60,,18.67,0.168,41.074,100,,30.15,0.271,66.33,63.64,,25.56,0.229,56.232,100,,12.37,0.111,27.214,83.33,,2.69,0.024,5.918,33.33,
Kolkata,105,C551,22.52518,88.33086,700027,404.06,3.627,888.932,88.55,,530.68,4.764,1167.496,78.43,,383.91,3.447,844.602,59.62,,439.56,3.946,967.032,37.78,,505.05,4.534,1111.11,60.53,,482.37,4.33,1061.214,23.69,,470.9,4.228,1035.98,38.37,
Kolkata,565,C552,22.51089,88.33117,700053,3.2,0.029,7.04,3.13,,58.6,0.526,128.92,24.19,,8.83,0.079,19.426,16.13,,8.7,0.078,19.14,16.13,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,139,C553,22.50904,88.33294,700053,327.82,2.943,721.204,47.54,,198.47,1.782,436.634,61.54,,215.15,1.932,473.33,82.19,,303.22,2.722,667.084,59.12,,242.38,2.176,533.236,87.5,,275.29,2.471,605.638,67.16,,282.01,2.532,620.422,50,
Kolkata,561,C554,22.55895,88.3378,700021,124.14,1.114,273.108,43.59,,68.24,0.613,150.128,22.47,,0,0,0,0,,95.33,0.856,209.726,10.71,,35.83,0.322,78.826,6.6,,10.72,0.096,23.584,1.48,,49.4,0.443,108.68,6.48,
Kolkata,147,C555,22.49294,88.34276,700033,35.66,0.32,78.452,50,,15.77,0.142,34.694,83.33,,17.81,0.16,39.182,20,,12.14,0.109,26.708,80,,30.99,0.278,68.178,80,,28.6,0.257,62.92,100,,57.97,0.52,127.534,44.44,
Kolkata,297,C556,22.503,88.34538,700033,16.45,0.148,36.19,80,,8.51,0.076,18.722,60,,20.65,0.185,45.43,57.14,,28.83,0.259,63.426,71.43,,9.02,0.081,19.844,75,,18.44,0.166,40.568,62.5,,15.74,0.141,34.628,29.41,
Kolkata,196,C557,22.53324,88.34594,700025,224.84,2.019,494.648,84.06,,206.89,1.857,455.158,85.51,,156.89,1.408,345.158,45.61,,276.72,2.484,608.784,72.52,,223.99,2.011,492.778,53.49,,333.02,2.99,732.644,49.23,,231.96,2.082,510.312,42.62,
Kolkata,292,C558,22.50133,88.34934,700033,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,4.16,0.037,9.152,100,
Kolkata,177,C559,22.52705,88.3527,700029,60.69,0.545,133.518,82.35,,86.14,0.773,189.508,72,,59.11,0.531,130.042,72.73,,91.55,0.822,201.41,52.08,,65.97,0.592,145.134,33.33,,90.95,0.817,200.09,40,,89.88,0.807,197.736,66.67,
Kolkata,140,C560,22.52705,88.3527,700029,23.75,0.213,52.25,62.5,,29.03,0.261,63.866,70,,23.95,0.215,52.69,88.89,,17.81,0.16,39.182,54.55,,14.79,0.133,32.538,38.46,,23.41,0.21,51.502,71.43,,33.44,0.3,73.568,66.67,
Kolkata,138,C561,22.51399,88.35738,700029,24.77,0.222,54.494,100,,17.23,0.155,37.906,26.32,,31.74,0.285,69.828,30,,31.57,0.283,69.454,58.33,,22.52,0.202,49.544,50,,15.56,0.14,34.232,21.43,,25.26,0.227,55.572,30,
Kolkata,129,C562,22.53655,88.35782,700019,402.74,3.616,886.028,70.71,,507.08,4.552,1115.576,82.82,,417.43,3.747,918.346,80.49,,494.13,4.436,1087.086,47.79,,545.08,4.893,1199.176,53.88,,412.49,3.703,907.478,52.35,,312.54,2.806,687.588,38.46,
Kolkata,136,C563,22.59825,88.35801,700005,50.89,0.457,111.958,48.48,,70.23,0.63,154.506,80,,116.11,1.042,255.442,83.33,,76.25,0.685,167.75,84,,96.8,0.869,212.96,43.14,,118.25,1.062,260.15,39.34,,85.81,0.77,188.782,43.48,
Kolkata,268,C564,22.50126,88.35949,700045,129.66,1.164,285.252,93.48,,150.68,1.353,331.496,33.74,,186.37,1.673,410.014,32.97,,227.72,2.044,500.984,32.16,,148.96,1.337,327.712,26.13,,176.17,1.582,387.574,33.11,,176.79,1.587,388.938,18.41,
Kolkata,222,C565,22.50228,88.36032,700033,153.57,1.379,337.854,88.46,,218.19,1.959,480.018,60.64,,197.41,1.772,434.302,60.4,,253.94,2.28,558.668,57.03,,194.67,1.748,428.274,51.96,,255.06,2.29,561.132,41.94,,392.7,3.525,863.94,40.09,
Kolkata,303,C566,22.49459,88.36168,700095,71.65,0.643,157.63,77.78,,82.7,0.742,181.94,43.9,,36.26,0.326,79.772,28.57,,22.04,0.198,48.488,11.9,,30.69,0.276,67.518,31.25,,42.48,0.381,93.456,41.67,,35.72,0.321,78.584,29.17,
Kolkata,557,C567,22.53506,88.36233,700019,0,0,0,0,,7.32,0.066,16.104,75,,7.9,0.071,17.38,9.09,,11.1,0.1,24.42,20,,12.31,0.111,27.082,23.08,,36.78,0.33,80.916,27.78,,86.18,0.774,189.596,21.62,
Kolkata,145,C568,22.51215,88.3637,700045,14.79,0.133,32.538,75,,46.85,0.421,103.07,87.5,,10.98,0.099,24.156,71.43,,55.15,0.495,121.33,85.71,,34.07,0.306,74.954,64.71,,25.48,0.229,56.056,47.06,,23.58,0.212,51.876,39.13,
