City,community_id,Community,Latitude,Longitude,Pincode,Tonnage Apr 2025,Trees Saved Apr 2025,CO2 Kgs Averted Apr 2025,Households Participation % Apr 2025,Segregation Compliance % Apr 2025,Tonnage May 2025,Trees Saved May 2025,CO2 Kgs Averted May 2025,Households Participation % May 2025,Segregation Compliance % May 2025,Tonnage Jun 2025,Trees Saved Jun 2025,CO2 Kgs Averted Jun 2025,Households Participation % Jun 2025,Segregation Compliance % Jun 2025,Tonnage Jul 2025,Trees Saved Jul 2025,CO2 Kgs Averted Jul 2025,Households Participation % Jul 2025,Segregation Compliance % Jul 2025,Tonnage Aug 2025,Trees Saved Aug 2025,CO2 Kgs Averted Aug 2025,Households Participation % Aug 2025,Segregation Compliance % Aug 2025,Tonnage Sep 2025,Trees Saved Sep 2025,CO2 Kgs Averted Sep 2025,Households Participation % Sep 2025,Segregation Compliance % Sep 2025,Tonnage Oct 2025,Trees Saved Oct 2025,CO2 Kgs Averted Oct 2025,Households Participation % Oct 2025,Segregation Compliance % Oct 2025
Kolkata,291,C569,22.57265,88.3639,741246,119.5,1.073,262.9,86.67,,87.33,0.784,192.126,93.33,,39.34,0.353,86.548,11.29,,87.24,0.783,191.928,82.35,,100.84,0.905,221.848,43.75,,92.36,0.829,203.192,46.88,,73.42,0.659,161.524,28.21,
Kolkata,225,C570,22.57265,88.3639,700156,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,189,C571,22.57265,88.3639,700156,105.93,0.951,233.046,73.17,,139.63,1.254,307.186,91.67,,156.9,1.409,345.18,82.61,,185.15,1.662,407.33,81.97,,149.07,1.338,327.954,77.36,,188.35,1.691,414.37,74.51,,185.75,1.668,408.65,33.12,
Kolkata,313,C572,22.57265,88.3639,700052,33.12,0.297,72.864,80,,39.76,0.357,87.472,42.86,,40.35,0.362,88.77,14.42,,51.58,0.463,113.476,14.55,,54.32,0.488,119.504,12.59,,36.29,0.326,79.838,22.22,,43.2,0.388,95.04,20,
Kolkata,164,C573,22.57265,88.3639,700006,87.26,0.783,191.972,62.07,,105.4,0.946,231.88,75.68,,127.36,1.143,280.192,89.29,,122.6,1.101,269.72,51.92,,128.44,1.153,282.568,57.14,,123.75,1.111,272.25,60.47,,54.21,0.487,119.262,29.27,
Kolkata,218,C574,22.57265,88.3639,700095,61.5,0.552,135.3,94.44,,60.22,0.541,132.484,51.16,,55.73,0.5,122.606,48.89,,60.44,0.543,132.968,42.59,,54.08,0.486,118.976,31.48,,33.69,0.302,74.118,33.33,,58.89,0.529,129.558,21.74,
Kolkata,278,C575,22.57265,88.3639,743144,0,0,0,0,,8.98,0.081,19.756,100,,10.02,0.09,22.044,100,,15.95,0.143,35.09,100,,0,0,0,0,,21.53,0.193,47.366,66.67,,0,0,0,0,
Kolkata,304,C576,22.8052,88.36521,700052,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,201,C577,22.51847,88.36579,700026,213.23,1.914,469.106,94.92,,312.22,2.803,686.884,70.53,,223.47,2.006,491.634,57.89,,242.08,2.173,532.576,59.41,,202.8,1.821,446.16,60,,235.92,2.118,519.024,38.52,,237.5,2.132,522.5,37.6,
Kolkata,117,C578,22.54094,88.36813,700017,60.14,0.54,132.308,83.33,,76.99,0.691,169.378,95.83,,79.09,0.71,173.998,100,,87,0.781,191.4,100,,101.89,0.915,224.158,87.88,,84.89,0.762,186.758,86.36,,94.1,0.845,207.02,70.97,
Kolkata,539,C579,22.54311,88.371,700046,46.75,0.42,102.85,66.67,,45.07,0.405,99.154,63.64,,30.64,0.275,67.408,58.33,,46.33,0.416,101.926,54.17,,32.58,0.292,71.676,54.17,,25.87,0.232,56.914,30,,32.77,0.294,72.094,50,
Kolkata,137,C580,22.56547,88.37128,700014,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,221,C581,22.61461,88.377,700107,30.81,0.277,67.782,73.33,,33.66,0.302,74.052,61.9,,40.33,0.362,88.726,38.89,,23.68,0.213,52.096,18.03,,48.78,0.438,107.316,38.64,,29.57,0.265,65.054,30.3,,18.34,0.165,40.348,45.45,
Kolkata,267,C582,22.61461,88.377,700094,91.98,0.826,202.356,88.64,,101.68,0.913,223.696,56.52,,205.73,1.847,452.606,48.23,,149.02,1.338,327.844,25,,129.22,1.16,284.284,37.5,,222.59,1.998,489.698,35.66,,86.6,0.777,190.52,30.3,
Kolkata,264,C583,22.61461,88.377,700107,218.04,1.957,479.688,90.8,,241.5,2.168,531.3,56.49,,291.36,2.616,640.992,42.27,,221.94,1.992,488.268,25.97,,244.49,2.195,537.878,45.51,,310.69,2.789,683.518,46.32,,192.87,1.731,424.314,35.56,
Kolkata,176,C584,22.61461,88.377,700107,140.98,1.266,310.156,73.44,,551.82,4.954,1214.004,40.81,,328.28,2.947,722.216,28.62,,322.77,2.898,710.094,24.05,,447.41,4.017,984.302,38.51,,254.94,2.289,560.868,30.32,,322.79,2.898,710.138,22.26,
Kolkata,216,C585,22.63175,88.37837,700035,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,217,C586,22.66703,88.37964,700056,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,538,C587,22.55919,88.38026,700015,28.99,0.26,63.778,46.15,,16.43,0.148,36.146,30.43,,9.6,0.086,21.12,28.57,,12.91,0.116,28.402,33.33,,10.29,0.092,22.638,100,,11.85,0.106,26.07,50,,26.52,0.238,58.344,16.67,
Kolkata,245,C588,22.55038,88.38036,700046,73.99,0.664,162.778,46.81,,52.08,0.468,114.576,32.81,,58.38,0.524,128.436,33.85,,65.76,0.59,144.672,39.39,,64.49,0.579,141.878,34.33,,59.99,0.539,131.978,23.53,,60.02,0.539,132.044,34.21,
Kolkata,185,C589,22.53057,88.38159,700039,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,296,C590,22.51954,88.38275,700042,28.9,0.259,63.58,80,,18.11,0.163,39.842,81.82,,30.77,0.276,67.694,84.62,,34.55,0.31,76.01,84.21,,74.64,0.67,164.208,89.66,,56.64,0.508,124.608,72,,29.69,0.267,65.318,47.37,
Kolkata,135,C591,22.6039,88.38443,700037,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,168,C592,22.54569,88.38478,700046,31.35,0.281,68.97,57.14,,25.76,0.231,56.672,59.09,,28.31,0.254,62.282,60.87,,63.15,0.567,138.93,78.57,,49,0.44,107.8,80,,27.95,0.251,61.49,61.11,,16.1,0.145,35.42,31.58,
Kolkata,537,C593,22.54361,88.38715,700046,24.31,0.218,53.482,75,,14.03,0.126,30.866,37.5,,27.05,0.243,59.51,72.73,,21.13,0.19,46.486,100,,16.69,0.15,36.718,100,,22.15,0.199,48.73,66.67,,75.78,0.68,166.716,63.64,
Kolkata,169,C594,22.60606,88.38734,700037,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,265,C595,22.55632,88.38876,700015,122.23,1.097,268.906,46.59,,186.8,1.677,410.96,53.75,,164.73,1.479,362.406,43.52,,214.75,1.928,472.45,56.48,,173.24,1.555,381.128,43.52,,204.14,1.833,449.108,31.43,,147.59,1.325,324.698,32.73,
Kolkata,148,C596,22.55632,88.38876,700015,43.78,0.393,96.316,90,,15.88,0.143,34.936,100,,36.37,0.327,80.014,100,,24.18,0.217,53.196,80,,40.36,0.362,88.792,100,,22.92,0.206,50.424,41.18,,42.27,0.379,92.994,57.14,
Kolkata,536,C597,22.55416,88.38927,700015,78.75,0.707,173.25,56.52,,56.18,0.504,123.596,38.71,,62.09,0.557,136.598,42.86,,80.23,0.72,176.506,44.44,,59.97,0.538,131.934,37.7,,56.53,0.507,124.366,22.73,,67.34,0.605,148.148,33.33,
Kolkata,133,C598,22.60891,88.38995,700037,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,106,C599,22.45469,88.39008,700084,147.66,1.326,324.852,77.61,,162.28,1.457,357.016,77.94,,231.32,2.077,508.904,83.53,,141.8,1.273,311.96,47.75,,152.91,1.373,336.402,84.75,,179.02,1.607,393.844,57.73,,95.27,0.855,209.594,41.38,
Kolkata,167,C600,22.58022,88.39059,700054,93.35,0.838,205.37,94.12,,170.3,1.529,374.66,74.32,,133.51,1.199,293.722,82.14,,124.8,1.12,274.56,43.27,,168.8,1.515,371.36,62.34,,186.23,1.672,409.706,78.85,,149.17,1.339,328.174,43.06,
Kolkata,266,C601,22.46601,88.39284,700047,26.46,0.238,58.212,70,,30.28,0.272,66.616,63.64,,23.41,0.21,51.502,53.85,,20.44,0.184,44.968,53.85,,29.16,0.262,64.152,85.71,,38.5,0.346,84.7,50,,22.13,0.199,48.686,62.5,
Kolkata,486,C602,22.53753,88.393,700046,37.65,0.338,82.83,20.45,,47.2,0.424,103.84,21.79,,74.84,0.672,164.648,34.21,,37.18,0.334,81.796,22.67,,47.32,0.425,104.104,27.78,,47.54,0.427,104.588,22.22,,14.46,0.13,31.812,19.44,
Kolkata,214,C603,22.56288,88.39625,700010,18.31,0.164,40.282,66.67,,59.58,0.535,131.076,52.17,,44.52,0.4,97.944,86.67,,53.99,0.485,118.778,57.69,,56.99,0.512,125.378,66.67,,64.11,0.576,141.042,87.5,,52.28,0.469,115.016,47.83,
Kolkata,211,C604,22.62571,88.39728,700030,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,288,C605,22.57992,88.39745,700054,4.76,0.043,10.472,100,,2,0.018,4.4,100,,0,0,0,0,,0,0,0,0,,7.78,0.07,17.116,100,,5.95,0.053,13.09,50,,19.75,0.177,43.45,33.33,
Kolkata,510,C606,22.45952,88.39998,700084,38.5,0.346,84.7,15.53,,42.84,0.385,94.248,19.05,,39.05,0.351,85.91,17.14,,37.5,0.337,82.5,13.76,,23.86,0.214,52.492,12.5,,42.85,0.385,94.27,33.33,,20.27,0.182,44.594,17.78,
Kolkata,175,C607,22.50511,88.40004,700107,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,230,C608,22.62008,88.40123,700074,34.72,0.312,76.384,44.44,,32.43,0.291,71.346,42.86,,30.98,0.278,68.156,40.63,,16.99,0.153,37.378,20,,50.36,0.452,110.792,42.86,,40.88,0.367,89.936,45.83,,48.48,0.435,106.656,60,
Kolkata,166,C609,22.46036,88.40134,700084,41.57,0.373,91.454,84.62,,46.35,0.416,101.97,22.22,,19.73,0.177,43.406,31.25,,30.48,0.274,67.056,20.59,,14.29,0.128,31.438,28.57,,14.12,0.127,31.064,57.14,,26.99,0.242,59.378,44.44,
Kolkata,202,C610,22.56394,88.4063,700010,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,110,C611,22.57968,88.41431,700064,314.49,2.823,691.878,57.89,,256.19,2.3,563.618,83.08,,500.16,4.49,1100.352,83.67,,291.97,2.621,642.334,58.04,,333.2,2.991,733.04,59.32,,463.81,4.164,1020.382,38.71,,418.77,3.76,921.294,54.97,
Kolkata,178,C612,22.62901,88.41735,700080,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,238,C613,22.61071,88.42706,700089,158.99,1.427,349.778,72.22,,200.99,1.804,442.178,92.86,,160.92,1.445,354.024,70.27,,166.03,1.491,365.266,45.19,,191.35,1.718,420.97,45.37,,163.68,1.469,360.096,59.42,,129.46,1.162,284.812,31.36,
Kolkata,228,C614,22.61788,88.42992,700059,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,165,C615,22.62883,88.43113,700052,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,,0,0,0,0,
Kolkata,107,C616,22.64201,88.43117,700055,71.3,0.64,156.86,62.16,,75.45,0.677,165.99,82.05,,62.61,0.562,137.742,74.19,,68.33,0.613,150.326,54.55,,92.11,0.827,202.642,65.31,,63.38,0.569,139.436,95.45,,69.82,0.627,153.604,35.48,
Kolkata,190,C617,22.62363,88.44098,700136,41.32,0.371,90.904,88.89,,30.26,0.272,66.572,81.82,,36.75,0.33,80.85,76.92,,50.35,0.452,110.77,80,,52.32,0.47,115.104,72,,61.37,0.551,135.014,72,,48.44,0.435,106.568,18.6,
Kolkata,545,C618,22.63535,88.45924,700136,29.5,0.265,64.9,55.56,,28.32,0.254,62.304,41.67,,25.66,0.23,56.452,40,,47.46,0.426,104.412,48.89,,25.72,0.231,56.584,36.59,,45.86,0.412,100.892,33.33,,41.55,0.373,91.41,12.5,
Kolkata,289,C619,22.56521,88.46392,700156,48.98,0.44,107.756,89.47,,72.63,0.652,159.786,100,,54.39,0.488,119.658,100,,69.22,0.621,152.284,79.31,,50.08,0.45,110.176,100,,70.01,0.629,154.022,80.95,,41.88,0.376,92.136,51.72,
Kolkata,215,C620,22.72476,88.47894,700124,131.08,1.177,288.376,33.93,,56.64,0.508,124.608,70.59,,75.92,0.682,167.024,38.24,,74.55,0.669,164.01,84.21,,88.81,0.797,195.382,86.67,,70.76,0.635,155.672,88.24,,105.34,0.946,231.748,26.83,
Kolkata,398,C621,22.56253,88.4953,700156,89.99,0.808,197.978,69.44,,117.14,1.052,257.708,34.44,,84.76,0.761,186.472,35.37,,132.36,1.188,291.192,35.2,,120.66,1.083,265.452,25.33,,79.34,0.712,174.548,21.88,,96.32,0.865,211.904,29.76,
Kolkata,544,C622,22.56553,88.51349,700135,5.89,0.053,12.958,100,,5.47,0.049,12.034,42.86,,28.02,0.252,61.644,100,,8.37,0.075,18.414,50,,11.9,0.107,26.18,37.5,,4.92,0.044,10.824,100,,8.13,0.073,17.886,100,
Kolkata,456,C623,22.56757,88.51745,700135,99.28,0.891,218.416,67.39,,209.78,1.883,461.516,37.41,,214.87,1.929,472.714,35.26,,237.97,2.136,523.534,34.29,,201.06,1.805,442.332,23.41,,159.41,1.431,350.702,34.13,,139.29,1.25,306.438,25,
Kolkata,239,C624,22.9324,88.73452,700080,140.67,1.263,309.474,60.34,,145.62,1.307,320.364,63.41,,130,1.167,286,48.31,,162.03,1.455,356.466,40.16,,194.77,1.749,428.494,40.28,,168.23,1.51,370.106,66.67,,181.47,1.629,399.234,37.62,
